mtype,site,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11
flow,71178,53.33,26.67,6.25,6.25,31.25,100.0
flow,71195,66.67,55.56,33.33,11.11,35.29,58.82
precip,217810,10.0,100.0,42.86,25.0,10.71,81.48
precip,219510,4.84,95.31,23.44,15.62,9.38,82.54
precip,219910,15.45,94.64,12.5,14.55,7.27,73.68
precip,222610,14.71,90.91,18.18,15.15,5.88,60.61
precip,226510,31.03,96.55,36.67,27.59,0.0,75.86
precip,227810,86.67,48.33,23.33,20.0,27.59,93.1
precip,231910,93.94,10.94,65.62,12.5,36.36,100.0
precip,232710,100.0,16.67,55.56,33.33,80.56,100.0
precip,233510,100.0,16.67,54.17,41.67,62.5,100.0
precip,233610,97.96,4.17,41.67,8.16,75.51,97.92
precip,234511,97.56,2.5,46.15,10.98,53.66,97.5
precip,237101,75.0,16.67,30.77,26.92,50.0,100.0
precip,239101,85.19,9.26,46.3,44.44,57.69,96.15
precip,304610,20.59,90.62,33.33,25.0,9.38,84.38
precip,306610,10.71,75.86,21.43,41.38,46.43,92.86
precip,307001,34.48,93.1,17.24,31.03,14.29,86.21
precip,309810,19.35,48.39,6.45,29.03,74.19,100.0
precip,310510,10.0,93.1,30.0,17.24,6.67,76.67
precip,311810,10.61,97.06,23.53,20.59,14.71,90.91
precip,311910,37.93,67.24,13.79,29.31,55.17,93.1
precip,313710,41.35,22.22,9.43,35.85,78.43,98.11
precip,314411,21.05,84.21,15.79,42.11,55.56,94.44
precip,314412,20.83,83.33,29.17,33.33,43.48,95.83
precip,314701,35.25,14.75,11.48,37.7,80.0,98.33
precip,315010,26.32,84.21,15.79,36.84,55.56,94.44
precip,315510,82.76,61.29,38.71,32.26,87.1,96.67
precip,315910,41.94,19.35,12.9,45.16,80.0,100.0
precip,316310,19.35,35.48,19.35,51.61,73.33,93.33
precip,317210,50.0,28.57,7.14,14.29,85.71,100.0
precip,319211,65.38,23.08,23.08,30.77,69.23,100.0
precip,320010,18.97,78.95,3.51,10.71,8.93,68.97
precip,321212,64.52,70.97,6.45,16.13,67.74,100.0
precip,321310,60.47,45.24,7.14,31.71,71.43,97.5
precip,321610,67.74,6.45,12.9,12.9,64.52,96.67
precip,321710,24.14,86.21,13.79,8.62,10.34,79.31
precip,322110,32.56,46.51,2.33,34.88,65.12,86.05
precip,322211,74.19,16.13,3.23,3.12,75.0,96.88
precip,322410,56.67,33.33,16.67,40.0,80.0,83.33
precip,322411,75.0,5.0,10.0,30.0,70.0,100.0
precip,323610,80.0,5.0,15.0,35.0,35.0,95.0
precip,324611,85.51,63.77,14.71,42.03,38.41,91.04
precip,326112,51.72,13.79,20.69,65.52,82.14,100.0
precip,326512,73.91,21.74,13.04,73.91,39.13,100.0
precip,326611,86.21,51.72,37.93,71.43,58.62,100.0
precip,328711,82.76,41.38,20.69,58.62,51.72,96.55
precip,400710,22.58,29.03,16.13,38.71,70.97,100.0
precip,400910,44.44,7.41,55.36,46.43,60.71,100.0
precip,401610,57.89,21.05,36.84,78.95,57.89,100.0
precip,403601,34.38,35.94,36.36,57.58,72.73,100.0
precip,403711,65.74,37.04,39.0,33.33,63.46,100.0
precip,404810,78.57,14.29,64.29,7.14,50.0,100.0
precip,405610,47.92,17.39,60.42,62.5,75.0,100.0
precip,405711,50.0,25.0,66.67,66.67,66.67,100.0
precip,405910,70.97,19.35,64.52,38.71,64.52,100.0
precip,407810,35.48,19.35,58.06,50.0,74.19,100.0
precip,408401,48.28,34.48,28.57,48.28,66.67,100.0
precip,409310,26.09,69.57,39.13,86.96,72.73,95.45
precip,410010,46.88,12.12,25.76,57.58,77.27,100.0
precip,414110,58.06,12.9,54.84,25.81,61.29,100.0
precip,417110,50.0,33.33,72.22,38.89,77.78,100.0
precip,418010,41.94,30.65,67.74,74.19,40.0,100.0
precip,419211,45.16,29.03,29.03,38.71,63.33,100.0
